query_id Q0 docid rank BM25_score system_name
17 Q0 2748 2 0.606362 BM25
17 Q0 2491 3 0.598438 BM25
17 Q0 1795 4 0.546477 BM25
17 Q0 2495 5 0.487065 BM25
17 Q0 2897 6 0.402633 BM25
17 Q0 48 7 0.382675 BM25
17 Q0 1362 8 0.325862 BM25
17 Q0 1947 9 0.317196 BM25
17 Q0 2834 10 0.306292 BM25
17 Q0 1655 11 0.293661 BM25
17 Q0 195 12 0.291367 BM25
17 Q0 3080 13 0.287966 BM25
17 Q0 2611 14 0.287020 BM25
17 Q0 1289 15 0.281472 BM25
17 Q0 2533 16 0.280017 BM25
17 Q0 1756 17 0.278321 BM25
17 Q0 1414 18 0.272226 BM25
17 Q0 1064 19 0.272226 BM25
17 Q0 1187 20 0.263569 BM25
17 Q0 2527 21 0.255890 BM25
17 Q0 1652 22 0.255079 BM25
17 Q0 2079 23 0.247262 BM25
17 Q0 66 24 0.240613 BM25
17 Q0 1757 25 0.234929 BM25
17 Q0 2835 26 0.230907 BM25
17 Q0 2904 27 0.228897 BM25
17 Q0 230 28 0.227409 BM25
17 Q0 1658 29 0.212351 BM25
17 Q0 1231 30 0.211053 BM25
17 Q0 2253 31 0.206552 BM25
17 Q0 2586 32 0.204918 BM25
17 Q0 1232 33 0.203202 BM25
17 Q0 1670 34 0.200675 BM25
17 Q0 1204 35 0.197597 BM25
17 Q0 3054 36 0.189153 BM25
17 Q0 3005 37 0.188415 BM25
17 Q0 79 38 0.188331 BM25
17 Q0 35 39 0.188331 BM25
17 Q0 1922 40 0.185087 BM25
17 Q0 3066 41 0.182346 BM25
17 Q0 2964 42 0.180010 BM25
17 Q0 2107 43 0.179739 BM25
17 Q0 1676 44 0.173870 BM25
17 Q0 1065 45 0.172293 BM25
17 Q0 797 46 0.171078 BM25
17 Q0 1992 47 0.170784 BM25
17 Q0 3171 48 0.167122 BM25
17 Q0 1016 49 0.166057 BM25
17 Q0 2624 50 0.163964 BM25
17 Q0 2616 51 0.163598 BM25
17 Q0 2344 52 0.161529 BM25
17 Q0 2133 53 0.151555 BM25
17 Q0 1223 54 0.149659 BM25
17 Q0 333 55 0.146325 BM25
17 Q0 91 56 0.144401 BM25
17 Q0 2836 57 0.139800 BM25
17 Q0 1162 58 0.130601 BM25
17 Q0 2888 59 0.130320 BM25
17 Q0 1852 60 0.127123 BM25
17 Q0 2106 61 0.125302 BM25
17 Q0 537 62 0.124596 BM25
17 Q0 1564 63 0.124303 BM25
17 Q0 2290 64 0.123431 BM25
17 Q0 93 65 0.117650 BM25
17 Q0 1066 66 0.114866 BM25
17 Q0 3115 67 0.112123 BM25
17 Q0 1973 68 0.110269 BM25
17 Q0 252 69 0.109427 BM25
17 Q0 1523 70 0.107960 BM25
17 Q0 1134 71 0.107699 BM25
17 Q0 2423 72 0.107597 BM25
17 Q0 1167 73 0.106850 BM25
17 Q0 2746 74 0.104211 BM25
17 Q0 2735 75 0.103349 BM25
17 Q0 1786 76 0.099784 BM25
17 Q0 2919 77 0.098180 BM25
17 Q0 1619 78 0.097202 BM25
17 Q0 1168 79 0.096621 BM25
17 Q0 3175 80 0.095949 BM25
17 Q0 1651 81 0.095787 BM25
17 Q0 1402 82 0.092338 BM25
17 Q0 2379 83 0.091696 BM25
17 Q0 2929 84 0.090458 BM25
17 Q0 2552 85 0.089651 BM25
17 Q0 3130 86 0.088360 BM25
17 Q0 2944 87 0.088058 BM25
17 Q0 1868 88 0.087879 BM25
17 Q0 2701 89 0.087205 BM25
17 Q0 2680 90 0.086033 BM25
17 Q0 1884 91 0.084765 BM25
17 Q0 3196 92 0.084161 BM25
17 Q0 2138 93 0.083539 BM25
17 Q0 1486 94 0.080921 BM25
17 Q0 1148 95 0.080834 BM25
17 Q0 124 96 0.079957 BM25
17 Q0 1783 97 0.079933 BM25
17 Q0 2979 98 0.078412 BM25
17 Q0 3173 99 0.076611 BM25
17 Q0 2801 100 0.071715 BM25
18 Q0 2714 1 1.320847 BM25
18 Q0 3075 2 0.683649 BM25
18 Q0 1795 3 0.624423 BM25
18 Q0 2748 4 0.530489 BM25
18 Q0 2897 5 0.500490 BM25
18 Q0 2495 6 0.499165 BM25
18 Q0 2491 7 0.492947 BM25
18 Q0 48 8 0.434696 BM25
18 Q0 2896 9 0.430619 BM25
18 Q0 2316 10 0.422811 BM25
18 Q0 2603 11 0.419024 BM25
18 Q0 2834 12 0.414132 BM25
18 Q0 3156 13 0.412788 BM25
18 Q0 2685 14 0.403677 BM25
18 Q0 1362 15 0.401916 BM25
18 Q0 2706 16 0.367508 BM25
18 Q0 1425 17 0.365748 BM25
18 Q0 2138 18 0.352474 BM25
18 Q0 1665 19 0.349963 BM25
18 Q0 1811 20 0.349720 BM25
18 Q0 2266 21 0.330529 BM25
18 Q0 1262 22 0.321730 BM25
18 Q0 1154 23 0.319200 BM25
18 Q0 1923 24 0.318802 BM25
18 Q0 141 25 0.317493 BM25
18 Q0 3059 26 0.316259 BM25
18 Q0 1652 27 0.302995 BM25
18 Q0 1158 28 0.301634 BM25
18 Q0 2973 29 0.301260 BM25
18 Q0 3148 30 0.299811 BM25
18 Q0 3066 31 0.297622 BM25
18 Q0 392 32 0.297299 BM25
18 Q0 1655 33 0.297161 BM25
18 Q0 1098 34 0.293660 BM25
18 Q0 195 35 0.291367 BM25
18 Q0 1289 36 0.291271 BM25
18 Q0 82 37 0.289990 BM25
18 Q0 1310 38 0.289432 BM25
18 Q0 1852 39 0.285764 BM25
18 Q0 1414 40 0.281704 BM25
18 Q0 1064 41 0.281704 BM25
18 Q0 2700 42 0.280280 BM25
18 Q0 2533 43 0.280017 BM25
18 Q0 3150 44 0.278377 BM25
18 Q0 1756 45 0.278321 BM25
18 Q0 3110 46 0.271565 BM25
18 Q0 3080 47 0.269379 BM25
18 Q0 2785 48 0.268531 BM25
18 Q0 1187 49 0.263569 BM25
18 Q0 1366 50 0.261587 BM25
18 Q0 1678 51 0.258916 BM25
18 Q0 2406 52 0.257632 BM25
18 Q0 66 53 0.256843 BM25
18 Q0 2295 54 0.250169 BM25
18 Q0 2342 55 0.248284 BM25
18 Q0 1232 56 0.247807 BM25
18 Q0 2645 57 0.244919 BM25
18 Q0 1757 58 0.243108 BM25
18 Q0 1163 59 0.241582 BM25
18 Q0 2814 60 0.237734 BM25
18 Q0 230 61 0.235326 BM25
18 Q0 1703 62 0.232717 BM25
18 Q0 100 63 0.232625 BM25
18 Q0 2705 64 0.232613 BM25
18 Q0 950 65 0.229833 BM25
18 Q0 3074 66 0.229490 BM25
18 Q0 3048 67 0.228039 BM25
18 Q0 651 68 0.226135 BM25
18 Q0 1825 69 0.225694 BM25
18 Q0 1670 70 0.224590 BM25
18 Q0 1459 71 0.223102 BM25
18 Q0 1947 72 0.218974 BM25
18 Q0 1065 73 0.217428 BM25
18 Q0 2175 74 0.216766 BM25
18 Q0 1807 75 0.216631 BM25
18 Q0 2586 76 0.212052 BM25
18 Q0 2570 77 0.210953 BM25
18 Q0 1204 78 0.210847 BM25
18 Q0 628 79 0.210126 BM25
18 Q0 2551 80 0.207952 BM25
18 Q0 2865 81 0.207937 BM25
18 Q0 2022 82 0.207498 BM25
18 Q0 3175 83 0.206947 BM25
18 Q0 3171 84 0.206761 BM25
18 Q0 2112 85 0.204041 BM25
18 Q0 2904 86 0.199406 BM25
18 Q0 2659 87 0.199367 BM25
18 Q0 1922 88 0.197663 BM25
18 Q0 1463 89 0.197155 BM25
18 Q0 2658 90 0.195335 BM25
18 Q0 1846 91 0.195212 BM25
18 Q0 2107 92 0.191323 BM25
18 Q0 2740 93 0.183435 BM25
18 Q0 2782 94 0.183337 BM25
18 Q0 2064 95 0.182273 BM25
18 Q0 2423 96 0.181922 BM25
18 Q0 719 97 0.180958 BM25
18 Q0 333 98 0.178445 BM25
18 Q0 1988 99 0.177869 BM25
18 Q0 797 100 0.177034 BM25
19 Q0 2714 1 0.605292 BM25
19 Q0 3075 2 0.452908 BM25
19 Q0 2973 3 0.401373 BM25
19 Q0 3166 4 0.357192 BM25
19 Q0 371 5 0.333517 BM25
19 Q0 1262 6 0.317493 BM25
19 Q0 141 7 0.317493 BM25
19 Q0 392 8 0.297299 BM25
19 Q0 3059 9 0.296252 BM25
19 Q0 2896 10 0.293156 BM25
19 Q0 2685 11 0.293156 BM25
19 Q0 1158 12 0.289624 BM25
19 Q0 2266 13 0.284337 BM25
19 Q0 2700 14 0.279520 BM25
19 Q0 2767 15 0.247499 BM25
19 Q0 1796 16 0.244673 BM25
19 Q0 2342 17 0.241700 BM25
19 Q0 2325 18 0.239731 BM25
19 Q0 2226 19 0.238619 BM25
19 Q0 1952 20 0.234272 BM25
19 Q0 1660 21 0.234272 BM25
19 Q0 2950 22 0.230999 BM25
19 Q0 3156 23 0.230991 BM25
19 Q0 1342 24 0.226036 BM25
19 Q0 2884 25 0.226036 BM25
19 Q0 1795 26 0.225565 BM25
19 Q0 2902 27 0.222345 BM25
19 Q0 2273 28 0.215192 BM25
19 Q0 804 29 0.211187 BM25
19 Q0 2785 30 0.209815 BM25
19 Q0 2283 31 0.207551 BM25
19 Q0 3006 32 0.204905 BM25
19 Q0 1601 33 0.202497 BM25
19 Q0 1873 34 0.202326 BM25
19 Q0 2263 35 0.200434 BM25
19 Q0 2865 36 0.196579 BM25
19 Q0 2838 37 0.196541 BM25
19 Q0 1658 38 0.195161 BM25
19 Q0 1846 39 0.193193 BM25
19 Q0 1374 40 0.192243 BM25
19 Q0 2903 41 0.191480 BM25
19 Q0 2557 42 0.187133 BM25
19 Q0 950 43 0.187133 BM25
19 Q0 2830 44 0.186662 BM25
19 Q0 2725 45 0.186662 BM25
19 Q0 1953 46 0.176418 BM25
19 Q0 270 47 0.176418 BM25
19 Q0 1851 48 0.176418 BM25
19 Q0 1468 49 0.174778 BM25
19 Q0 2570 50 0.172963 BM25
19 Q0 2863 51 0.171135 BM25
19 Q0 2401 52 0.167268 BM25
19 Q0 2627 53 0.166160 BM25
19 Q0 2834 54 0.163692 BM25
19 Q0 2819 55 0.163000 BM25
19 Q0 1551 56 0.157242 BM25
19 Q0 1569 57 0.154661 BM25
19 Q0 1392 58 0.154102 BM25
19 Q0 1529 59 0.153897 BM25
19 Q0 2289 60 0.153304 BM25
19 Q0 2490 61 0.149910 BM25
19 Q0 2146 62 0.149600 BM25
19 Q0 1957 63 0.147533 BM25
19 Q0 2895 64 0.145438 BM25
19 Q0 2942 65 0.144663 BM25
19 Q0 2505 66 0.144663 BM25
19 Q0 2433 67 0.143358 BM25
19 Q0 2080 68 0.139471 BM25
19 Q0 2904 69 0.138932 BM25
19 Q0 3061 70 0.138433 BM25
19 Q0 3163 71 0.134727 BM25
19 Q0 2997 72 0.134258 BM25
19 Q0 1828 73 0.132497 BM25
19 Q0 2272 74 0.129163 BM25
19 Q0 2195 75 0.128256 BM25
19 Q0 2692 76 0.128122 BM25
19 Q0 2417 77 0.127456 BM25
19 Q0 1924 78 0.126620 BM25
19 Q0 2740 79 0.125435 BM25
19 Q0 2236 80 0.124979 BM25
19 Q0 2175 81 0.123185 BM25
19 Q0 2520 82 0.122596 BM25
19 Q0 1752 83 0.122401 BM25
19 Q0 3151 84 0.121821 BM25
19 Q0 2674 85 0.121438 BM25
19 Q0 717 86 0.120302 BM25
19 Q0 2679 87 0.116781 BM25
19 Q0 2182 88 0.116209 BM25
19 Q0 2158 89 0.115962 BM25
19 Q0 2851 90 0.115492 BM25
19 Q0 2630 91 0.114245 BM25
19 Q0 2114 92 0.113965 BM25
19 Q0 2953 93 0.109386 BM25
19 Q0 1373 94 0.108159 BM25
19 Q0 3134 95 0.106223 BM25
19 Q0 3132 96 0.102780 BM25
19 Q0 3073 97 0.100221 BM25
19 Q0 2216 98 0.099639 BM25
19 Q0 1877 99 0.099596 BM25
19 Q0 2389 100 0.098494 BM25
20 Q0 1963 1 0.919023 BM25
20 Q0 2199 2 0.658899 BM25
20 Q0 2490 3 0.451466 BM25
20 Q0 2630 4 0.449410 BM25
20 Q0 2442 5 0.438865 BM25
20 Q0 3115 6 0.436572 BM25
20 Q0 1961 7 0.429598 BM25
20 Q0 2986 8 0.425188 BM25
20 Q0 2695 9 0.424613 BM25
20 Q0 2177 10 0.421745 BM25
20 Q0 1847 11 0.410646 BM25
20 Q0 2368 12 0.410267 BM25
20 Q0 1047 13 0.410104 BM25
20 Q0 2752 14 0.396138 BM25
20 Q0 2554 15 0.390888 BM25
20 Q0 2758 16 0.388652 BM25
20 Q0 2506 17 0.378737 BM25
20 Q0 3139 18 0.373124 BM25
20 Q0 2290 19 0.371486 BM25
20 Q0 2430 20 0.359154 BM25
20 Q0 3166 21 0.357192 BM25
20 Q0 2780 22 0.355131 BM25
20 Q0 2805 23 0.352001 BM25
20 Q0 2335 24 0.338785 BM25
20 Q0 749 25 0.336727 BM25
20 Q0 371 26 0.333517 BM25
20 Q0 1876 27 0.327447 BM25
20 Q0 315 28 0.324889 BM25
20 Q0 2405 29 0.314788 BM25
20 Q0 349 30 0.313855 BM25
20 Q0 2769 31 0.311714 BM25
20 Q0 955 32 0.304832 BM25
20 Q0 936 33 0.303546 BM25
20 Q0 2778 34 0.303546 BM25
20 Q0 777 35 0.303546 BM25
20 Q0 956 36 0.303546 BM25
20 Q0 635 37 0.298641 BM25
20 Q0 2790 38 0.296425 BM25
20 Q0 2133 39 0.295459 BM25
20 Q0 256 40 0.293893 BM25
20 Q0 896 41 0.293893 BM25
20 Q0 301 42 0.293893 BM25
20 Q0 285 43 0.293893 BM25
20 Q0 2134 44 0.292218 BM25
20 Q0 2273 45 0.290095 BM25
20 Q0 661 46 0.287677 BM25
20 Q0 660 47 0.284834 BM25
20 Q0 1796 48 0.280943 BM25
20 Q0 2172 49 0.279214 BM25
20 Q0 2161 50 0.279214 BM25
20 Q0 1983 51 0.279214 BM25
20 Q0 3152 52 0.278165 BM25
20 Q0 2289 53 0.275224 BM25
20 Q0 70 54 0.273591 BM25
20 Q0 751 55 0.268296 BM25
20 Q0 3176 56 0.266865 BM25
20 Q0 2767 57 0.262745 BM25
20 Q0 1952 58 0.257913 BM25
20 Q0 1660 59 0.257913 BM25
20 Q0 1707 60 0.257464 BM25
20 Q0 2484 61 0.254664 BM25
20 Q0 2226 62 0.250913 BM25
20 Q0 1822 63 0.243820 BM25
20 Q0 496 64 0.240380 BM25
20 Q0 2325 65 0.239731 BM25
20 Q0 2950 66 0.238981 BM25
20 Q0 2806 67 0.238489 BM25
20 Q0 2081 68 0.237439 BM25
20 Q0 2902 69 0.230020 BM25
20 Q0 2884 70 0.229407 BM25
20 Q0 2934 71 0.228833 BM25
20 Q0 511 72 0.228493 BM25
20 Q0 2263 73 0.228364 BM25
20 Q0 1342 74 0.226036 BM25
20 Q0 2015 75 0.225858 BM25
20 Q0 1501 76 0.223714 BM25
20 Q0 2281 77 0.222980 BM25
20 Q0 1791 78 0.222980 BM25
20 Q0 494 79 0.217727 BM25
20 Q0 2284 80 0.217727 BM25
20 Q0 2283 81 0.216113 BM25
20 Q0 2059 82 0.215151 BM25
20 Q0 2052 83 0.214375 BM25
20 Q0 1151 84 0.212715 BM25
20 Q0 804 85 0.211187 BM25
20 Q0 828 86 0.211038 BM25
20 Q0 2830 87 0.205499 BM25
20 Q0 3006 88 0.204905 BM25
20 Q0 2903 89 0.203229 BM25
20 Q0 1873 90 0.202326 BM25
20 Q0 2877 91 0.201643 BM25
20 Q0 2905 92 0.198664 BM25
20 Q0 2444 93 0.198523 BM25
20 Q0 2980 94 0.198503 BM25
20 Q0 1658 95 0.195161 BM25
20 Q0 2627 96 0.194885 BM25
20 Q0 2216 97 0.194376 BM25
20 Q0 1374 98 0.192243 BM25
20 Q0 2178 99 0.191548 BM25
20 Q0 3156 100 0.190297 BM25
21 Q0 2337 1 0.626875 BM25
21 Q0 2927 2 0.560272 BM25
21 Q0 1659 3 0.524499 BM25
21 Q0 2932 4 0.458177 BM25
21 Q0 3166 5 0.446086 BM25
21 Q0 3086 6 0.443866 BM25
21 Q0 2325 7 0.422912 BM25
21 Q0 2743 8 0.387030 BM25
21 Q0 895 9 0.356341 BM25
21 Q0 2950 10 0.345667 BM25
21 Q0 371 11 0.341014 BM25
21 Q0 2997 12 0.337355 BM25
21 Q0 2226 13 0.324861 BM25
21 Q0 2645 14 0.301930 BM25
21 Q0 2837 15 0.294137 BM25
21 Q0 3131 16 0.276506 BM25
21 Q0 3163 17 0.273961 BM25
21 Q0 1658 18 0.267564 BM25
21 Q0 117 19 0.266292 BM25
21 Q0 2767 20 0.249065 BM25
21 Q0 2903 21 0.247795 BM25
21 Q0 2508 22 0.244957 BM25
21 Q0 1796 23 0.244673 BM25
21 Q0 2216 24 0.240096 BM25
21 Q0 2706 25 0.236007 BM25
21 Q0 1952 26 0.234272 BM25
21 Q0 1660 27 0.234272 BM25
21 Q0 2884 28 0.227060 BM25
21 Q0 1342 29 0.226036 BM25
21 Q0 2902 30 0.222935 BM25
21 Q0 2569 31 0.218818 BM25
21 Q0 3162 32 0.216896 BM25
21 Q0 2273 33 0.216550 BM25
21 Q0 149 34 0.216101 BM25
21 Q0 1708 35 0.211940 BM25
21 Q0 804 36 0.211187 BM25
21 Q0 2283 37 0.210129 BM25
21 Q0 267 38 0.208725 BM25
21 Q0 3151 39 0.208064 BM25
21 Q0 2702 40 0.207945 BM25
21 Q0 1309 41 0.207534 BM25
21 Q0 3006 42 0.207450 BM25
21 Q0 2263 43 0.203524 BM25
21 Q0 1873 44 0.202326 BM25
21 Q0 1619 45 0.200610 BM25
21 Q0 2936 46 0.194257 BM25
21 Q0 1374 47 0.192243 BM25
21 Q0 1899 48 0.189854 BM25
21 Q0 2953 49 0.188427 BM25
21 Q0 2504 50 0.187981 BM25
21 Q0 2892 51 0.187118 BM25
21 Q0 2725 52 0.186662 BM25
21 Q0 2830 53 0.186662 BM25
21 Q0 2033 54 0.183725 BM25
21 Q0 270 55 0.176418 BM25
21 Q0 1953 56 0.176418 BM25
21 Q0 1851 57 0.176418 BM25
21 Q0 2251 58 0.175684 BM25
21 Q0 2679 59 0.175457 BM25
21 Q0 2703 60 0.174577 BM25
21 Q0 1465 61 0.173418 BM25
21 Q0 2863 62 0.172475 BM25
21 Q0 2627 63 0.168722 BM25
21 Q0 2746 64 0.168490 BM25
21 Q0 2882 65 0.167704 BM25
21 Q0 2834 66 0.167425 BM25
21 Q0 3018 67 0.167247 BM25
21 Q0 2766 68 0.167109 BM25
21 Q0 2819 69 0.164899 BM25
21 Q0 2986 70 0.161686 BM25
21 Q0 3055 71 0.160686 BM25
21 Q0 3154 72 0.160151 BM25
21 Q0 2110 73 0.159851 BM25
21 Q0 2454 74 0.158625 BM25
21 Q0 1551 75 0.158065 BM25
21 Q0 1392 76 0.157242 BM25
21 Q0 1529 77 0.156270 BM25
21 Q0 1947 78 0.153340 BM25
21 Q0 2490 79 0.152965 BM25
21 Q0 2146 80 0.150998 BM25
21 Q0 1957 81 0.149482 BM25
21 Q0 2628 82 0.149337 BM25
21 Q0 2505 83 0.146893 BM25
21 Q0 2938 84 0.146224 BM25
21 Q0 3075 85 0.145800 BM25
21 Q0 2942 86 0.144663 BM25
21 Q0 2828 87 0.144556 BM25
21 Q0 164 88 0.142329 BM25
21 Q0 1969 89 0.140871 BM25
21 Q0 2904 90 0.138932 BM25
21 Q0 3061 91 0.138433 BM25
21 Q0 3167 92 0.138219 BM25
21 Q0 2784 93 0.134207 BM25
21 Q0 2272 94 0.132118 BM25
21 Q0 1350 95 0.129698 BM25
21 Q0 2417 96 0.129422 BM25
21 Q0 2236 97 0.128751 BM25
21 Q0 1752 98 0.127833 BM25
21 Q0 1924 99 0.127801 BM25
21 Q0 2289 100 0.126354 BM25
22 Q0 3059 1 0.847557 BM25
22 Q0 2473 2 0.586793 BM25
22 Q0 266 3 0.539129 BM25
22 Q0 3049 4 0.511369 BM25
22 Q0 2384 5 0.439925 BM25
22 Q0 2845 6 0.423108 BM25
22 Q0 3130 7 0.406929 BM25
22 Q0 1741 8 0.399055 BM25
22 Q0 2913 9 0.397886 BM25
22 Q0 371 10 0.394428 BM25
22 Q0 2678 11 0.387091 BM25
22 Q0 3166 12 0.375299 BM25
22 Q0 2905 13 0.371354 BM25
22 Q0 1771 14 0.352095 BM25
22 Q0 2924 15 0.347611 BM25
22 Q0 2674 16 0.328649 BM25
22 Q0 2325 17 0.315315 BM25
22 Q0 1796 18 0.309683 BM25
22 Q0 1727 19 0.308740 BM25
22 Q0 2226 20 0.303761 BM25
22 Q0 2273 21 0.302301 BM25
22 Q0 188 22 0.301710 BM25
22 Q0 3028 23 0.294648 BM25
22 Q0 87 24 0.288871 BM25
22 Q0 2520 25 0.288321 BM25
22 Q0 1735 26 0.286696 BM25
22 Q0 2692 27 0.284300 BM25
22 Q0 2902 28 0.280020 BM25
22 Q0 804 29 0.276882 BM25
22 Q0 1588 30 0.265390 BM25
22 Q0 2100 31 0.264829 BM25
22 Q0 2767 32 0.262970 BM25
22 Q0 2188 33 0.259192 BM25
22 Q0 1551 34 0.258600 BM25
22 Q0 2402 35 0.255599 BM25
22 Q0 1742 36 0.253371 BM25
22 Q0 2713 37 0.252330 BM25
22 Q0 526 38 0.251191 BM25
22 Q0 1978 39 0.250995 BM25
22 Q0 2448 40 0.249452 BM25
22 Q0 2950 41 0.246340 BM25
22 Q0 2146 42 0.243133 BM25
22 Q0 1658 43 0.241770 BM25
22 Q0 2553 44 0.240346 BM25
22 Q0 648 45 0.240200 BM25
22 Q0 760 46 0.240200 BM25
22 Q0 2283 47 0.238363 BM25
22 Q0 1664 48 0.234914 BM25
22 Q0 171 49 0.234690 BM25
22 Q0 2003 50 0.234628 BM25
22 Q0 1952 51 0.234272 BM25
22 Q0 1660 52 0.234272 BM25
22 Q0 2884 53 0.232788 BM25
22 Q0 1343 54 0.231756 BM25
22 Q0 1873 55 0.230270 BM25
22 Q0 2852 56 0.228784 BM25
22 Q0 1569 57 0.227075 BM25
22 Q0 1181 58 0.226980 BM25
22 Q0 1342 59 0.226036 BM25
22 Q0 2502 60 0.224895 BM25
22 Q0 1014 61 0.224273 BM25
22 Q0 1373 62 0.223909 BM25
22 Q0 2337 63 0.221996 BM25
22 Q0 2485 64 0.220618 BM25
22 Q0 2504 65 0.220598 BM25
22 Q0 2825 66 0.220272 BM25
22 Q0 2819 67 0.219452 BM25
22 Q0 3006 68 0.219181 BM25
22 Q0 225 69 0.216531 BM25
22 Q0 2367 70 0.215490 BM25
22 Q0 2255 71 0.213400 BM25
22 Q0 1824 72 0.213184 BM25
22 Q0 2813 73 0.212730 BM25
22 Q0 1881 74 0.212445 BM25
22 Q0 2 75 0.212077 BM25
22 Q0 2809 76 0.210452 BM25
22 Q0 2830 77 0.210288 BM25
22 Q0 18 78 0.209645 BM25
22 Q0 201 79 0.209645 BM25
22 Q0 200 80 0.209645 BM25
22 Q0 880 81 0.209645 BM25
22 Q0 1159 82 0.209395 BM25
22 Q0 1281 83 0.209205 BM25
22 Q0 2263 84 0.207470 BM25
22 Q0 452 85 0.205735 BM25
22 Q0 2627 86 0.205688 BM25
22 Q0 1530 87 0.203393 BM25
22 Q0 1378 88 0.203183 BM25
22 Q0 881 89 0.203183 BM25
22 Q0 2973 90 0.202324 BM25
22 Q0 2942 91 0.202103 BM25
22 Q0 3075 92 0.200641 BM25
22 Q0 2381 93 0.199762 BM25
22 Q0 2672 94 0.198588 BM25
22 Q0 2004 95 0.198400 BM25
22 Q0 1371 96 0.197108 BM25
22 Q0 1575 97 0.197108 BM25
22 Q0 749 98 0.196976 BM25
22 Q0 2930 99 0.196589 BM25
22 Q0 1103 100 0.196539 BM25
23 Q0 3148 1 0.647295 BM25
23 Q0 2578 2 0.488316 BM25
23 Q0 3137 3 0.481451 BM25
23 Q0 1525 4 0.418560 BM25
23 Q0 2709 5 0.409413 BM25
23 Q0 2849 6 0.384705 BM25
23 Q0 3166 7 0.358160 BM25
23 Q0 371 8 0.341014 BM25
23 Q0 2197 9 0.334322 BM25
23 Q0 2975 10 0.330833 BM25
23 Q0 1873 11 0.330294 BM25
23 Q0 2949 12 0.321905 BM25
23 Q0 1862 13 0.312977 BM25
23 Q0 2406 14 0.308719 BM25
23 Q0 1745 15 0.290132 BM25
23 Q0 3082 16 0.287163 BM25
23 Q0 52 17 0.287087 BM25
23 Q0 72 18 0.280930 BM25
23 Q0 2834 19 0.270607 BM25
23 Q0 147 20 0.262475 BM25
23 Q0 3011 21 0.250946 BM25
23 Q0 1431 22 0.250551 BM25
23 Q0 1780 23 0.249999 BM25
23 Q0 2767 24 0.249065 BM25
23 Q0 1796 25 0.244673 BM25
23 Q0 2325 26 0.242533 BM25
23 Q0 2226 27 0.238619 BM25
23 Q0 1952 28 0.234272 BM25
23 Q0 1660 29 0.234272 BM25
23 Q0 3035 30 0.233620 BM25
23 Q0 2950 31 0.232816 BM25
23 Q0 2884 32 0.227060 BM25
23 Q0 1342 33 0.226036 BM25
23 Q0 2902 34 0.222935 BM25
23 Q0 2766 35 0.219795 BM25
23 Q0 1831 36 0.216680 BM25
23 Q0 2273 37 0.216550 BM25
23 Q0 1275 38 0.215401 BM25
23 Q0 2276 39 0.214401 BM25
23 Q0 793 40 0.212604 BM25
23 Q0 804 41 0.211187 BM25
23 Q0 2433 42 0.210240 BM25
23 Q0 2283 43 0.210129 BM25
23 Q0 2832 44 0.208218 BM25
23 Q0 481 45 0.207856 BM25
23 Q0 80 46 0.207856 BM25
23 Q0 3006 47 0.207450 BM25
23 Q0 2263 48 0.203524 BM25
23 Q0 3043 49 0.202229 BM25
23 Q0 1411 50 0.198254 BM25
23 Q0 1658 51 0.197437 BM25
23 Q0 3090 52 0.196968 BM25
23 Q0 2216 53 0.194133 BM25
23 Q0 2903 54 0.192685 BM25
23 Q0 1889 55 0.192300 BM25
23 Q0 1374 56 0.192243 BM25
23 Q0 88 57 0.192095 BM25
23 Q0 2630 58 0.186838 BM25
23 Q0 2725 59 0.186662 BM25
23 Q0 2830 60 0.186662 BM25
23 Q0 1224 61 0.185887 BM25
23 Q0 2810 62 0.184135 BM25
23 Q0 1604 63 0.183748 BM25
23 Q0 2155 64 0.180318 BM25
23 Q0 2311 65 0.179578 BM25
23 Q0 3124 66 0.179146 BM25
23 Q0 2615 67 0.178020 BM25
23 Q0 270 68 0.176418 BM25
23 Q0 1953 69 0.176418 BM25
23 Q0 1851 70 0.176418 BM25
23 Q0 2838 71 0.174581 BM25
23 Q0 2863 72 0.172475 BM25
23 Q0 2594 73 0.169948 BM25
23 Q0 2627 74 0.168722 BM25
23 Q0 3158 75 0.168254 BM25
23 Q0 1105 76 0.166670 BM25
23 Q0 2743 77 0.164950 BM25
23 Q0 830 78 0.164950 BM25
23 Q0 2819 79 0.164899 BM25
23 Q0 3128 80 0.163432 BM25
23 Q0 2032 81 0.163331 BM25
23 Q0 2822 82 0.162523 BM25
23 Q0 2081 83 0.161158 BM25
23 Q0 3086 84 0.160523 BM25
23 Q0 2780 85 0.159322 BM25
23 Q0 2576 86 0.158831 BM25
23 Q0 1551 87 0.158065 BM25
23 Q0 1392 88 0.157242 BM25
23 Q0 1529 89 0.156270 BM25
23 Q0 3141 90 0.155779 BM25
23 Q0 2490 91 0.152965 BM25
23 Q0 69 92 0.152369 BM25
23 Q0 2454 93 0.151282 BM25
23 Q0 2146 94 0.150998 BM25
23 Q0 1878 95 0.148901 BM25
23 Q0 2505 96 0.146893 BM25
23 Q0 2978 97 0.146042 BM25
23 Q0 1010 98 0.145903 BM25
23 Q0 3075 99 0.145800 BM25
23 Q0 2942 100 0.144663 BM25
24 Q0 1696 1 0.489264 BM25
24 Q0 2342 2 0.405500 BM25
24 Q0 3043 3 0.348356 BM25
24 Q0 2740 4 0.292459 BM25
